,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
145,0,0,0,0,0.376130198915009,0.46119402985074615,0.4722222222222219,0.5416666666666666,0,0,0,0,0,0.7714285714285716,0.0,0.09375000000000042,0,0,0,0,0.2510886231217418
146,0,1,0,0,0.376130198915009,0.4835820895522387,0.4722222222222219,0.43333333333333357,0,0,0,0,0,0.7714285714285716,0.0,0.5,0,0,0,0,0.09588060922007564
147,0,1,0,0,0.376130198915009,0.4835820895522387,0.4722222222222219,0.43333333333333357,0,0,0,0,0,0.7714285714285716,0.0,0.5,0,0,0,0,0.20770724726566492
148,0,1,0,0,0.37251356238698025,0.48507462686567143,0.4722222222222219,0.5916666666666668,0,0,0,0,0,0.7714285714285716,0.0,0.5,0,0,0,0,0.11836859858938976
149,0,1,0,0,0.37251356238698025,0.48507462686567143,0.4722222222222219,0.5916666666666668,0,0,0,0,0,0.7714285714285716,0.0,0.09375000000000042,0,0,0,0,0.26887457835019934
150,1,0,0,0,0.329113924050633,0.2626865671641787,0.30555555555555525,0.5583333333333336,0,0,0,0,0,0.36428571428571416,0.3083333333333335,0.5,0,0,0,0,0.009404068281713175
151,1,0,0,0,0.329113924050633,0.2626865671641787,0.30555555555555525,0.5583333333333336,0,0,0,0,0,0.36428571428571416,0.3083333333333335,0.5,0,0,0,0,0.04988244914647859
152,0,0,0,0,0.329113924050633,0.2626865671641787,0.30555555555555525,0.5583333333333336,0,0,0,0,0,0.36428571428571416,0.3083333333333335,0.5,0,0,0,0,0.056015537156291526
153,0,1,0,0,0.329113924050633,0.42686567164179073,0.30555555555555525,0.941666666666667,0,0,0,0,0,0.36428571428571416,0.3083333333333335,0.5,0,0,0,0,0.07359705611775529
154,0,1,0,0,0.329113924050633,0.42686567164179073,0.30555555555555525,0.941666666666667,0,0,0,0,0,0.36428571428571416,0.3083333333333335,0.5,0,0,0,0,0.11366656444853317
155,0,1,0,0,0.329113924050633,0.42686567164179073,0.30555555555555525,0.941666666666667,0,0,0,0,0,0.36428571428571416,0.3083333333333335,0.5,0,0,0,0,0.14964734743943575
156,0,0,0,0,0.329113924050633,0.3761194029850746,0.37962962962962954,0.43333333333333357,0,0,0,0,0,0.46428571428571425,0.3083333333333335,0.5,0,0,0,0,0.07441480118573035
157,0,0,0,0,0.329113924050633,0.3761194029850746,0.37962962962962954,0.4166666666666667,0,0,0,0,0,0.46428571428571425,0.3083333333333335,0.5,0,0,0,0,0.08504548706940611
158,0,0,0,0,0.329113924050633,0.3761194029850746,0.37962962962962954,0.43333333333333357,0,0,0,0,0,0.5214285714285715,0.5750000000000002,1.0,0,0,0,0,0.11366656444853317
159,0,0,0,0,0.329113924050633,0.3761194029850746,0.37962962962962954,0.4166666666666667,0,0,0,0,0,0.5214285714285715,0.5750000000000002,1.0,0,0,0,1,0.10916896657467035
160,0,0,0,0,0.329113924050633,0.3761194029850746,0.37962962962962954,0.43333333333333357,0,0,0,0,0,0.46428571428571425,0.3083333333333335,0.5,0,0,0,1,0.1071246039047327
161,0,0,0,0,0.329113924050633,0.3761194029850746,0.37962962962962954,0.4166666666666667,0,0,0,0,0,0.46428571428571425,0.3083333333333335,0.5,0,0,0,0,0.13247470101195952
162,0,0,0,0,0.329113924050633,0.3761194029850746,0.37962962962962954,0.4166666666666667,0,0,0,0,0,0.46428571428571425,0.3083333333333335,0.5,0,0,0,0,0.16927322907083717
163,1,0,1,0,0.2857142857142857,0.41194029850746233,0.34259259259259206,0.40000000000000036,0,0,0,0,0,0.46428571428571425,0.3083333333333335,0.5,0,0,0,0,0.12020852499233364
164,1,0,1,0,0.2857142857142857,0.41194029850746233,0.34259259259259206,0.40000000000000036,0,0,0,0,0,0.46428571428571425,0.3083333333333335,0.5,0,0,0,0,0.12756823060410916
165,1,0,1,0,0.2857142857142857,0.41194029850746233,0.34259259259259206,0.40000000000000036,0,0,0,0,0,0.5000000000000001,0.35000000000000037,0.625,0,1,0,0,0.1709087192067873
166,1,0,1,0,0.2857142857142857,0.41194029850746233,0.34259259259259206,0.40000000000000036,0,0,0,0,0,0.5000000000000001,0.35000000000000037,0.625,0,1,0,0,0.180721660022488
167,1,0,1,0,0.4267631103074142,0.5238805970149251,0.4907407407407393,0.35000000000000026,0,0,0,0,0,0.7714285714285716,0.7,0.5937500000000001,0,0,0,0,0.13619544107124604
168,1,0,1,0,0.4267631103074142,0.5238805970149251,0.4907407407407393,0.35000000000000026,0,0,0,0,0,0.7714285714285716,0.7,0.5937500000000001,0,0,0,0,0.18485127261576204
169,1,0,1,0,0.4267631103074142,0.5238805970149251,0.4907407407407393,0.35000000000000026,0,0,0,0,0,0.7714285714285716,0.7,0.5937500000000001,0,0,0,0,0.19916181130532556
170,1,0,1,0,0.4267631103074142,0.5238805970149251,0.4907407407407393,0.35000000000000026,0,0,0,0,0,0.7714285714285716,0.7,0.5937500000000001,0,0,0,0,0.2486353879178166
171,1,0,1,0,0.4267631103074142,0.5238805970149251,0.4907407407407393,0.35000000000000026,0,0,0,0,0,0.7714285714285716,0.7,0.5937500000000001,0,0,0,0,0.26294592660738014
172,1,0,1,0,0.4267631103074142,0.5238805970149251,0.4907407407407393,0.43333333333333357,0,0,0,0,0,0.7714285714285716,0.7,0.5937500000000001,0,0,0,0,0.5131759174077482
173,0,0,0,0,0.5714285714285714,0.5149253731343282,0.574074074074073,0.5916666666666668,0,0,0,0,0,0.55,0.7333333333333333,0.4062499999999999,0,0,0,0,0.15659818051722377
174,0,0,0,0,0.5714285714285714,0.5149253731343282,0.574074074074073,0.5916666666666668,0,0,0,0,0,0.5214285714285715,0.5750000000000002,1.0,0,0,0,0,0.2281508739650414
175,0,0,0,0,0.5714285714285714,0.5149253731343282,0.574074074074073,0.5083333333333334,0,0,0,0,0,0.55,0.7333333333333333,0.4062499999999999,0,0,0,0,0.1991209240519268
176,0,0,0,0,0.5714285714285714,0.5149253731343282,0.574074074074073,0.5916666666666668,0,0,0,0,0,0.55,0.7333333333333333,0.4062499999999999,0,0,0,0,0.23632832464479198
177,0,0,0,0,0.5714285714285714,0.5149253731343282,0.574074074074073,0.5083333333333334,0,0,0,0,0,0.55,0.7333333333333333,0.4062499999999999,0,0,0,0,0.25063886333435553
178,1,0,1,0,0.589511754068716,0.6328358208955224,0.6851851851851841,0.35000000000000026,0,0,0,0,0,0.5214285714285715,0.5750000000000002,0.5937500000000001,0,0,0,0,0.46775017888173365
179,1,0,1,0,0.589511754068716,0.6328358208955224,0.6851851851851841,0.35000000000000026,0,0,0,0,0,0.5214285714285715,0.5750000000000002,0.5937500000000001,0,0,0,0,0.444853316978432
180,0,0,1,0,0.6473779385171787,0.6970149253731345,0.574074074074073,0.5250000000000004,0,0,0,0,0,0.5214285714285715,0.5750000000000002,0.5624999999999998,0,0,0,0,0.4322600429316161
181,0,1,1,0,0.6473779385171787,0.6970149253731345,0.574074074074073,0.5250000000000004,0,0,0,0,0,0.5214285714285715,0.5750000000000002,0.5624999999999998,0,0,0,0,0.4347132781355412
182,1,0,0,0,0.38698010849909564,0.4567164179104474,0.4814814814814806,0.6583333333333338,0,0,0,0,0,0.3357142857142856,0.6166666666666667,1.0,0,0,0,0,0.10863743228048656
183,1,0,0,0,0.38698010849909564,0.4567164179104474,0.4814814814814806,0.6583333333333338,0,0,0,0,0,0.46428571428571425,0.6166666666666667,0.5,0,0,0,0,0.11681488296023715
184,0,0,0,0,0.38698010849909564,0.4567164179104474,0.4814814814814806,0.6583333333333338,0,0,0,0,0,0.3357142857142856,0.6166666666666667,1.0,0,0,0,0,0.1176326280282122
185,0,0,0,0,0.38698010849909564,0.4567164179104474,0.4814814814814806,0.6583333333333338,0,0,0,0,0,0.46428571428571425,0.6166666666666667,0.5,0,0,0,0,0.1258100787079628
186,0,0,0,0,0.38698010849909564,0.4567164179104474,0.4814814814814806,0.6583333333333338,0,0,0,0,0,0.46428571428571425,0.6166666666666667,0.5,0,0,0,0,0.13807625472758867
187,0,0,0,0,0.38698010849909564,0.4567164179104474,0.4814814814814806,0.6583333333333338,0,0,0,0,0,0.3357142857142856,0.6166666666666667,1.0,0,0,0,0,0.17896350812634162
188,0,0,0,0,0.38698010849909564,0.4567164179104474,0.4814814814814806,0.6583333333333338,0,0,0,0,0,0.46428571428571425,0.6166666666666667,0.8124999999999998,0,0,0,0,0.1994071348257181
189,1,0,0,0,0.2857142857142857,0.27164179104477604,0.36111111111111077,0.6500000000000004,0,0,0,0,0,0.46428571428571425,0.6166666666666667,0.3437500000000001,0,0,0,0,0.26482674026372277
190,1,0,0,0,0.2857142857142857,0.36716417910447724,0.34259259259259206,0.3000000000000001,0,0,0,0,0,0.46428571428571425,0.6166666666666667,0.3437500000000001,0,0,0,0,0.19879382602473677
191,0,0,0,0,0.4990958408679928,0.5835820895522386,0.6111111111111105,0.6083333333333337,0,0,0,0,0,0.46428571428571425,0.6166666666666667,0.3437500000000001,0,0,0,0,0.33433507104160276
192,0,0,0,0,0.4990958408679928,0.5835820895522386,0.6111111111111105,0.6083333333333337,0,0,0,0,0,0.3357142857142856,0.6166666666666667,1.0,0,0,0,0,0.3568230604109169
193,0,1,0,0,0.4990958408679928,0.6268656716417909,0.6111111111111105,0.6083333333333337,0,0,0,0,0,0.46428571428571425,0.6166666666666667,0.5,0,0,0,0,0.2932433813758561
194,0,0,1,0,0.6401446654611208,0.7119402985074628,0.638888888888888,0.7000000000000005,0,0,0,0,0,0.8857142857142856,0.4083333333333335,0.6562499999999999,0,0,0,0,0.31982009608504547
195,0,1,1,0,0.6401446654611208,0.7119402985074628,0.638888888888888,0.8083333333333336,0,0,0,0,0,0.8857142857142856,0.4083333333333335,0.6562499999999999,0,0,0,0,0.3392415414494531
196,0,0,1,0,0.6401446654611208,0.7119402985074628,0.638888888888888,0.7000000000000005,0,0,0,0,0,0.8857142857142856,0.4083333333333335,0.6562499999999999,0,0,0,0,0.4443217826842482
197,0,1,1,0,0.6401446654611208,0.7119402985074628,0.638888888888888,0.8083333333333336,0,0,0,0,0,0.8857142857142856,0.4083333333333335,0.6562499999999999,0,0,0,0,0.4659920269855872
198,0,0,1,0,0.6401446654611208,0.7119402985074628,0.638888888888888,0.7000000000000005,0,0,0,0,0,0.7714285714285716,0.4083333333333335,0.031250000000000416,0,0,0,0,0.5438822447102116
199,0,1,1,0,0.6401446654611208,0.7119402985074628,0.638888888888888,0.8083333333333336,0,0,0,0,0,0.7714285714285716,0.4083333333333335,0.031250000000000416,0,0,0,0,0.5655524890115506
200,0,0,1,0,0.8137432188065093,0.7119402985074628,0.7962962962962952,0.6416666666666669,0,0,0,0,0,0.8857142857142856,0.4083333333333335,0.6562499999999999,0,0,0,0,0.47948482060717573
201,0,0,1,0,0.8137432188065093,0.7119402985074628,0.7870370370370352,0.6416666666666669,0,0,0,0,0,0.8857142857142856,0.4083333333333335,0.4062499999999999,0,0,0,0,0.5694367780844322
202,0,0,1,0,0.8137432188065093,0.7119402985074628,0.7962962962962952,0.6416666666666669,0,0,0,0,0,0.7428571428571429,0.17500000000000054,0.4375000000000003,0,0,0,0,0.6692016763773894
203,0,0,1,0,0.8137432188065093,0.7119402985074628,0.7962962962962952,0.6416666666666669,0,0,0,0,0,0.3357142857142856,0.6166666666666667,1.0,0,0,0,0,0.709475620975161
204,0,0,1,0,0.8137432188065093,0.7119402985074628,0.7962962962962952,0.6416666666666669,0,0,0,0,0,0.8857142857142856,0.4083333333333335,0.6562499999999999,0,0,0,0,0.7158131452519677
